item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q11250197,Server Administrator,IT specialist who maintains computer servers
http://www.wikidata.org/entity/Q10429561,drawing teacher,
http://www.wikidata.org/entity/Q11304771,bagger,unofficial title given to a courtesy clerk at a supermarket
http://www.wikidata.org/entity/Q11303721,golfer,someone who plays golf
http://www.wikidata.org/entity/Q11075015,war criminal,somebody who committed acts that constitute a serious violation of the laws of war
http://www.wikidata.org/entity/Q10651585,revue artist,
http://www.wikidata.org/entity/Q10527030,humanist,occupation
http://www.wikidata.org/entity/Q11031420,Norwegian SS volunteer,
http://www.wikidata.org/entity/Q11290270,Editorial designer,
http://www.wikidata.org/entity/Q10547393,local politician,"politician involved in local, as opposed to national, government"
http://www.wikidata.org/entity/Q11297402,campaign girl,
http://www.wikidata.org/entity/Q10497074,aerospace engineer,engineering profession
http://www.wikidata.org/entity/Q11124885,martial artist,person who practises a martial art
http://www.wikidata.org/entity/Q10711498,Utkik,Swedish term for a type of sailor
http://www.wikidata.org/entity/Q10659189,robber,person carrying out robberies
http://www.wikidata.org/entity/Q10497463,Public superintendent,occupation
http://www.wikidata.org/entity/Q10497467,school teacher in the Swedish school system,
http://www.wikidata.org/entity/Q11243738,SM girl,
http://www.wikidata.org/entity/Q10567966,liturgist,a scholar or composer of liturgies
http://www.wikidata.org/entity/Q10910143,female fortune teller,occupation in ancient China
http://www.wikidata.org/entity/Q10379007,theatrologist,"one who studies theatre in relation to its literary, physical, psycho-biological, sociological, and historical contexts"
http://www.wikidata.org/entity/Q10384029,drug trafficker,unlicensed dealer in illegal drugs
http://www.wikidata.org/entity/Q10297252,crime writer,writer writing about crime
http://www.wikidata.org/entity/Q10384150,transformist,performance artist occupation
http://www.wikidata.org/entity/Q10928159,local idol,
http://www.wikidata.org/entity/Q10895016,military prostitute,
http://www.wikidata.org/entity/Q10866633,speed skater,sportsperson taking part in speed skating competitions
http://www.wikidata.org/entity/Q11078939,Administrative Officer (Hong Kong),
http://www.wikidata.org/entity/Q11287574,industrial designer,profession
http://www.wikidata.org/entity/Q10889302,disabled sportspeople,
http://www.wikidata.org/entity/Q10728636,principal lecturers,
http://www.wikidata.org/entity/Q10725813,subject teacher,
http://www.wikidata.org/entity/Q10670811,health and safety officer,
http://www.wikidata.org/entity/Q10658408,Räfst,legal (extensive and comprehensive) study in Sweden
http://www.wikidata.org/entity/Q10650082,reviewer,person whose profession is to review a work
http://www.wikidata.org/entity/Q10843402,swimmer,sportsperson taking part in swimming competitions
http://www.wikidata.org/entity/Q11242506,highwayman,"mounted robber who steals from travellers, an archaic term"
http://www.wikidata.org/entity/Q11307381,senior vice president,officer in business
http://www.wikidata.org/entity/Q11079277,private investor,investor who invests a small amount of money in the stock exchange
http://www.wikidata.org/entity/Q10335982,negotiator,person who negotiates
http://www.wikidata.org/entity/Q10498147,scientific explorer,"type of explorer travelling to exotic places in order to explore flora, fauna, or geology"
http://www.wikidata.org/entity/Q11296761,kickboxer,sportsperson taking part in kickboxing competitions
http://www.wikidata.org/entity/Q10302238,undergraduate research,research partaken by undergraduate students
http://www.wikidata.org/entity/Q11060186,Chinese witch,occupation
http://www.wikidata.org/entity/Q10729326,pirate,person practicing piracy
http://www.wikidata.org/entity/Q10349745,racing automobile driver,occupation driving an automobile in competition
http://www.wikidata.org/entity/Q10370560,sertanista,type of explorer in Brazil
http://www.wikidata.org/entity/Q10732476,art collector,person who collects art
http://www.wikidata.org/entity/Q11513337,athletics competitor,"sportsperson that competes in athletics (track and field, running, walking)"
http://www.wikidata.org/entity/Q11741162,coleopterist,person who is specialized in coleopterology
http://www.wikidata.org/entity/Q11518629,timber merchant,occupation
http://www.wikidata.org/entity/Q11326263,Q11326263,
http://www.wikidata.org/entity/Q11385908,Q11385908,
http://www.wikidata.org/entity/Q11418877,Q11418877,
http://www.wikidata.org/entity/Q11434283,Q11434283,
http://www.wikidata.org/entity/Q11573524,Q11573524,
http://www.wikidata.org/entity/Q11704115,Q11704115,
http://www.wikidata.org/entity/Q11818479,Q11818479,
http://www.wikidata.org/entity/Q11829323,Q11829323,
http://www.wikidata.org/entity/Q11879301,Q11879301,
http://www.wikidata.org/entity/Q11906441,Q11906441,
http://www.wikidata.org/entity/Q11909415,Q11909415,
http://www.wikidata.org/entity/Q11945684,Q11945684,
http://www.wikidata.org/entity/Q11952926,Q11952926,
http://www.wikidata.org/entity/Q11960278,Q11960278,
http://www.wikidata.org/entity/Q11965902,Q11965902,
http://www.wikidata.org/entity/Q11969027,Q11969027,
http://www.wikidata.org/entity/Q11980763,Q11980763,
http://www.wikidata.org/entity/Q11982934,Q11982934,
http://www.wikidata.org/entity/Q11987925,Q11987925,
http://www.wikidata.org/entity/Q11995943,Q11995943,
http://www.wikidata.org/entity/Q11996434,Q11996434,
http://www.wikidata.org/entity/Q11998808,Q11998808,
http://www.wikidata.org/entity/Q12018066,Q12018066,
http://www.wikidata.org/entity/Q12029108,Q12029108,
http://www.wikidata.org/entity/Q12032158,Q12032158,
http://www.wikidata.org/entity/Q12010078,volontør,"historic Scandinavian job title meaning ""intern"""
http://www.wikidata.org/entity/Q11666059,retainer,social group in early China
http://www.wikidata.org/entity/Q11491523,historian of ideas,
http://www.wikidata.org/entity/Q12027957,canon law jurist,jurist or lawyer specialised in church law and guidelines
http://www.wikidata.org/entity/Q11549037,swimsuit campaign girl,
http://www.wikidata.org/entity/Q11571698,independence activist,
http://www.wikidata.org/entity/Q11572046,cat's-meat man,"occupation involved in collecting meat scraps to be sold as pet food for cats or dogs, in the 18th to 19th centuries in Europe and North America"
http://www.wikidata.org/entity/Q11453500,Gūji,The rank of the priest who is the head of the shinto shrine that organizes the priests and shrine maiden
http://www.wikidata.org/entity/Q11900058,explorer,person who by means of travel searches out new information
http://www.wikidata.org/entity/Q12031226,founder,worker specialized in metal casting
http://www.wikidata.org/entity/Q11796190,odonatologist,entomologist concerned with the taxonomy of dragonfly - the order Odonata
http://www.wikidata.org/entity/Q11499147,political activist,activist wanting political change
http://www.wikidata.org/entity/Q11458445,housewife,
http://www.wikidata.org/entity/Q11313148,sportswriter,person who writes about sports especially for a newspaper
http://www.wikidata.org/entity/Q11737267,catechist,
http://www.wikidata.org/entity/Q11559510,volunteer firefighter,volunteer with the fire department
http://www.wikidata.org/entity/Q11448772,school staff,workers at a school
http://www.wikidata.org/entity/Q11869708,people's commissar,analogous to the minister in early Soviet Russia
http://www.wikidata.org/entity/Q11921529,faller,"paricipant of casal faller (local group that organizes falles festival in Valencia, Spain)"
http://www.wikidata.org/entity/Q11923911,Geganter,"person who cares, walks dances and guards Gegants"
http://www.wikidata.org/entity/Q11499929,literary,occupation
http://www.wikidata.org/entity/Q11999333,co-producer,producing member
http://www.wikidata.org/entity/Q11397897,swordfighter,person who fights with a sword
http://www.wikidata.org/entity/Q11538946,abstract game player,East Asian term for board game players of abstract strategy games
http://www.wikidata.org/entity/Q11597999,logging worker,
http://www.wikidata.org/entity/Q11509146,Japanese teacher,person who teaches the Japanese language
http://www.wikidata.org/entity/Q11353322,apprentice,Japanese indentured servant
http://www.wikidata.org/entity/Q11452075,kanjin,"Japanese caste under the ritsuryō, consisting of government officials"
http://www.wikidata.org/entity/Q11612843,conservation officer,
http://www.wikidata.org/entity/Q11645911,baseball commentator,
http://www.wikidata.org/entity/Q12003277,scholarship holder,
http://www.wikidata.org/entity/Q11893963,Softa,Type of students in the Ottoman Empire
http://www.wikidata.org/entity/Q11395024,photography critic,
http://www.wikidata.org/entity/Q11613014,Self-Defense Official,"service personnel of the Japan Self-Defense Forces (JSDF), including enlisted personnel, non-commissioned officers (NCO) and commissioned officers"
http://www.wikidata.org/entity/Q11361245,underwear model,
http://www.wikidata.org/entity/Q11497342,Technical Official,
http://www.wikidata.org/entity/Q11610849,hijiri,
http://www.wikidata.org/entity/Q11915340,political counselor,counselors responsible for political affairs in a diplomatic mission
http://www.wikidata.org/entity/Q11649704,railfan photographer,person who enjoys taking photographs of trains
http://www.wikidata.org/entity/Q11902879,Lord Mayor,municipal executive for certain large cities in the Commonwealth
http://www.wikidata.org/entity/Q11336353,hair and make-up artist,person whose occupation is to apply cosmetics to the skin and style hair
http://www.wikidata.org/entity/Q11993231,Norwegian public servant,"defined within a national Norwegian context, this type of official is employed by the state at a lower level of government"
http://www.wikidata.org/entity/Q11777629,Blacksmith artist,
http://www.wikidata.org/entity/Q11615883,Performer,"concept unique to japan referring to a person working in the arts, entertainment"
http://www.wikidata.org/entity/Q11576460,tato,
http://www.wikidata.org/entity/Q11328042,variety tarento,
http://www.wikidata.org/entity/Q11341338,multi-tarento,
http://www.wikidata.org/entity/Q11350890,local tarento,
http://www.wikidata.org/entity/Q11515181,shosei,
http://www.wikidata.org/entity/Q11481849,bakushin,
http://www.wikidata.org/entity/Q11484347,public relations ambassador,
http://www.wikidata.org/entity/Q11630514,tourism ambassador,
http://www.wikidata.org/entity/Q11422442,international political scientist,
http://www.wikidata.org/entity/Q11499012,broadcast writer,television occupation
http://www.wikidata.org/entity/Q11573099,royalty,family and relative members of a sovereign
http://www.wikidata.org/entity/Q11740347,key keeper,
http://www.wikidata.org/entity/Q11486801,civil engineer,construction consultant
